author,title,year,conference
René van Bevern_Christian Komusiewicz_Rolf Niedermeier_Manuel Sorge_Toby Walsh,H-Index Manipulation by Merging Articles: Models Theory and Experiments.,2015,IJCAI
Qi Guo_Chinmay Kulkarni_Aniket Kittur_Jeffrey P. Bigham_Emma Brunskill,Questimator: Generating Knowledge Assessments for Arbitrary Topics.,2016,IJCAI
Xingquan Zhu_Xindong Wu_Taghi M. Khoshgoftaar_Yong Shi,An Empirical Study of the Noise Impact on Cost-Sensitive Learning.,2007,IJCAI
Krzysztof Magiera_Piotr Faliszewski,Recognizing Top-Monotonic Preference Profiles in Polynomial Time.,2017,IJCAI
Harry Halpin_Victor Lavrenko,Relevance Feedback between Web Search and the Semantic Web.,2011,IJCAI
Zhou Zhao_Hanqing Lu_Deng Cai_Xiaofei He_Yueting Zhuang,Microblog Sentiment Classification via Recurrent Random Walk Network Learning.,2017,IJCAI
Jinchao Zhang_Qun Liu_Jie Zhou,ME-MD: An Effective Framework for Neural Machine Translation with Multiple Encoders and Decoders.,2017,IJCAI
Mohammad Munshi Shahin Shah_Lukás Chrpa_Diane E. Kitchin_Thomas Leo McCluskey_Mauro Vallati,Exploring Knowledge Engineering Strategies in Designing and Modelling a Road Traffic Accident Management Domain.,2013,IJCAI
Chao Huang_Xin Chen_Yifan Zhang_Shengchao Qin_Yifeng Zeng_Xuandong Li,Hierarchical Model Predictive Control for Multi-Robot Navigation.,2016,IJCAI
Jesse Thomason_Shiqi Zhang_Raymond J. Mooney_Peter Stone,Learning to Interpret Natural Language Commands through Human-Robot Dialog.,2015,IJCAI
Danushka Bollegala_Yutaka Matsuo_Mitsuru Ishizuka,Relation Adaptation: Learning to Extract Novel Relations with Minimum Supervision.,2011,IJCAI
Georgios Chalkiadakis_Craig Boutilier,Coalitional Bargaining with Agent Type Uncertainty.,2007,IJCAI
Karthik Dinakar_Rosalind W. Picard_Henry Lieberman,Common Sense Reasoning for Detection Prevention and Mitigation of Cyberbullying (Extended Abstract).,2015,IJCAI
Kenichi Okuno_Kazuko Takahashi,Argumentation System with Changes of an Agent's Knowledge Base.,2009,IJCAI
Robert Kleinberg_Kevin Leyton-Brown_Brendan Lucier,Efficiency Through Procrastination: Approximately Optimal Algorithm Configuration with Runtime Guarantees.,2017,IJCAI
Joseph Y. Halpern_Rafael Pass,Sequential Equilibrium in Computational Games.,2013,IJCAI
Biao Qin,Differential Semantics of Intervention in Bayesian Networks.,2015,IJCAI
Guang-Neng Hu_Xin-Yu Dai_Yunya Song_Shujian Huang_Jiajun Chen,A Synthetic Approach for Recommendation: Combining Ratings Social Relations and Reviews.,2015,IJCAI
Noa Agmon_Sarit Kraus_Gal A. Kaminka_Vladimir Sadov,Adversarial Uncertainty in Multi-Robot Patrol.,2009,IJCAI
Diego Calvanese_Evgeny Kharlamov_Marco Montali_Ario Santoso_Dmitriy Zheleznyakov,Verification of Inconsistency-Aware Knowledge and Action Bases.,2013,IJCAI
Han Zhao_Zhengdong Lu_Pascal Poupart,Self-Adaptive Hierarchical Sentence Model.,2015,IJCAI
Carlo Strapparava_Alessandro Valitutti_Oliviero Stock,Dances with Words.,2007,IJCAI
Sulin Liu_Sinno Jialin Pan,Adaptive Group Sparse Multi-task Learning via Trace Lasso.,2017,IJCAI
Mark Hoogendoorn,Adaptation of Organizational Models for Multi-Agent Systems Based on Max Flow Networks.,2007,IJCAI
Loukas Georgiou_William John Teahan,Constituent Grammatical Evolution.,2011,IJCAI
Ulle Endriss_Maria Silvia Pini_Francesca Rossi_Kristen Brent Venable,Preference Aggregation over Restricted Ballot Languages: Sincerity and Strategy-Proofness.,2009,IJCAI
Florian Strub_Harm de Vries_Jérémie Mary_Bilal Piot_Aaron C. Courville_Olivier Pietquin,End-to-end optimization of goal-driven and visually grounded dialogue systems.,2017,IJCAI
Xiaoxiao Guo_Satinder P. Singh_Richard L. Lewis_Honglak Lee,Deep Learning for Reward Design to Improve Monte Carlo Tree Search in ATARI Games.,2016,IJCAI
Haoti Zhong_Hao Li_Anna Cinzia Squicciarini_Sarah Michele Rajtmajer_Christopher Griffin_David J. Miller 0001_Cornelia Caragea,Content-Driven Detection of Cyberbullying on the Instagram Social Network.,2016,IJCAI
Kostyantyn M. Shchekotykhin_Thomas Schmitz_Dietmar Jannach,Efficient Sequential Model-Based Fault-Localization with Partial Diagnoses.,2016,IJCAI
Arpita Ghosh_Satyen Kale_Kevin J. Lang_Benjamin Moseley,Bargaining for Revenue Shares on Tree Trading Networks.,2013,IJCAI
Amir Shareghi Najar_Antonija Mitrovic_Bruce M. McLaren,Examples and Tutored Problems: Adaptive Support Using Assistance Scores.,2015,IJCAI
Deepak Ramachandran_Eyal Amir,Bayesian Inverse Reinforcement Learning.,2007,IJCAI
Reza Shoja Ghiass_Ognjen Arandjelovic,Highly Accurate Gaze Estimation Using a Consumer RGB-D Sensor.,2016,IJCAI
Yixing Xu_Chang Xu_Chao Xu 0006_Dacheng Tao,Multi-Positive and Unlabeled Learning.,2017,IJCAI
Feiping Nie_Hua Wang_Heng Huang_Chris H. Q. Ding,Adaptive Loss Minimization for Semi-Supervised Elastic Embedding.,2013,IJCAI
Heng Zhang_Yan Zhang,First-Order Expressibility and Boundedness of Disjunctive Logic Programs.,2013,IJCAI
Lior Rokach_Meir Kalech_Gregory M. Provan_Alexander Feldman,Machine-Learning-Based Circuit Synthesis.,2013,IJCAI
Akshay Bhat_Tracy Hammond,Using Entropy to Distinguish Shape Versus Text in Hand-Drawn Diagrams.,2009,IJCAI
Ping Luo_Ganbin Zhou_Jiaxi Tang_Rui Chen_Zhongjie Yu_Qing He,Browsing Regularities in Hedonic Content Systems.,2016,IJCAI
Da Kuang_Xiao Li_Charles X. Ling,A New Search Engine Integrating Hierarchical Browsing and Keyword Search.,2011,IJCAI
Yi Zhou,First-Order Disjunctive Logic Programming vs Normal Logic Programming.,2015,IJCAI
Matthew Kitching_Fahiem Bacchus,Symmetric Component Caching.,2007,IJCAI
Jiaoyan Chen_Freddy Lécué_Jeff Z. Pan_Huajun Chen,Learning from Ontology Streams with Semantic Concept Drift.,2017,IJCAI
Yunsong Guo_Carla P. Gomes,Ranking Structured Documents: A Large Margin Based Approach for Patent Prior Art Search.,2009,IJCAI
AnneMarie Maes,The Scaffolded Sound Beehive.,2015,IJCAI
David Fernández-Duque,Tangled Modal Logic for Spatial Reasoning.,2011,IJCAI
Adrian Petcu_Boi Faltings,MB-DPOP: A New Memory-Bounded Algorithm for Distributed Optimization.,2007,IJCAI
Pritee Agrawal_Pradeep Varakantham,Proactive and Reactive Coordination of Non-dedicated Agent Teams Operating in Uncertain Environments.,2017,IJCAI
Young-In Shin_Donald S. Fussell,Parametric Kernels for Sequence Data Analysis.,2007,IJCAI
Kyle Hollins Wray_Shlomo Zilberstein,Multi-Objective POMDPs with Lexicographic Reward Preferences.,2015,IJCAI
Peng Qian_Xipeng Qiu_Xuanjing Huang,Bridging LSTM Architecture and the Neural Dynamics during Reading.,2016,IJCAI
Christian Bessiere_Remi Coletta_Emmanuel Hebrard_George Katsirelos_Nadjib Lazaar_Nina Narodytska_Claude-Guy Quimper_Toby Walsh,Constraint Acquisition via Partial Queries.,2013,IJCAI
Carlos Hernández_Pedro Meseguer,Improving LRTA*(k).,2007,IJCAI
Ulle Endriss_Svetlana Obraztsova_Maria Polukarov_Jeffrey S. Rosenschein,Strategic Voting with Incomplete Information.,2016,IJCAI
Stefano Faralli_Giovanni Stilo_Paola Velardi,Large Scale Homophily Analysis in Twitter Using a Twixonomy.,2015,IJCAI
Sébastien Picault_Yu-Lin Huang_Vianney Sicard_Pauline Ezanno,Enhancing Sustainability of Complex Epidemiological Models through a Generic Multilevel Agent-based Approach.,2017,IJCAI
Jian Li_Yong Liu_Hailun Lin_Yinliang Yue_Weiping Wang,Efficient Kernel Selection via Spectral Analysis.,2017,IJCAI
Colin R. Williams_Valentin Robu_Enrico H. Gerding_Nicholas R. Jennings,Using Gaussian Processes to Optimise Concession in Complex Negotiations against Unknown Opponents.,2011,IJCAI
Fei Wang 0001_Xin Wang 0013_Tao Li,Generalized Cluster Aggregation.,2009,IJCAI
Xin Huang_Yuxin Peng_Mingkuan Yuan,Cross-modal Common Representation Learning by Hybrid Transfer Network.,2017,IJCAI
Fatemeh Jahedpari,Artificial Prediction Markets for Online Prediction.,2015,IJCAI
Muyun Yang_Junguo Zhu_Sheng Li 0003_Tiejun Zhao,Fusion of Word and Letter Based Metrics for Automatic MT Evaluation.,2013,IJCAI
Rong Yan_Jian Zhang 0003,Transfer Learning Using Task-Level Features with Application to Information Retrieval.,2009,IJCAI
Umberto Grandi_Paolo Turrini,A Network-Based Rating System and Its Resistance to Bribery.,2016,IJCAI
Weiwei Shen_Jun Wang_Yu-Gang Jiang_Hongyuan Zha,Portfolio Choices with Orthogonal Bandit Learning.,2015,IJCAI
Philippe Jégou_Samba Ndiaye_Cyril Terrioux,Dynamic Heuristics for Backtrack Search on Tree-Decomposition of CSPs.,2007,IJCAI
Takashi Imamichi_Takayuki Osogami_Rudy Raymond,Truncating Shortest Path Search for Efficient Map-Matching.,2016,IJCAI
Yasuhiro Fujiwara_Dennis E. Shasha,Quiet: Faster Belief Propagation for Images and Related Applications.,2015,IJCAI
Jesús Cerquides_Ulle Endriss_Andrea Giovannucci_Juan A. Rodríguez-Aguilar,Bidding Languages and Winner Determination for Mixed Multi-unit Combinatorial Auctions.,2007,IJCAI
Michael Codish_Alice Miller_Patrick Prosser_Peter James Stuckey,Breaking Symmetries in Graph Representation.,2013,IJCAI
Fulvio Mastrogiovanni_Antonio Sgorbissa_Renato Zaccaria,A Distributed Architecture for Symbolic Data Fusion.,2007,IJCAI
Salem Benferhat_Zied Bouraoui_Karim Tabia,How to Select One Preferred Assertional-Based Repair from Inconsistent and Prioritized DL-Lite Knowledge Bases?,2015,IJCAI
Xiaojun Wan 0001_Jianguo Xiao,Graph-Based Multi-Modality Learning for Topic-Focused Multi-Document Summarization.,2009,IJCAI
Deepan Subrahmanian Palguna_Vikas Joshi_Venkatesan T. Chakaravarthy_Ravi Kothari_L. Venkata Subramaniam,Analysis of Sampling Algorithms for Twitter.,2015,IJCAI
Yixin Chen_Guohui Yao,Completeness and Optimality Preserving Reduction for Planning.,2009,IJCAI
Ting Chen_Lu An Tang_Yizhou Sun_Zhengzhang Chen_Kai Zhang 0001,Entity Embedding-Based Anomaly Detection for Heterogeneous Categorical Events.,2016,IJCAI
Steve A. Chien_Gregg Rabideau_Daniel Tran_Martina Troesch_Joshua Doubleday_Federico Nespoli_Miguel Perez Ayucar_Marc Costa Sitja_Claire Vallat_Bernhard Geiger_Nico Altobelli_Manuel Fernandez_Fran Vallejo_Rafael Andres_Michael Kueppers,Activity-Based Scheduling of Science Campaigns for the Rosetta Orbiter.,2015,IJCAI
Biwei Huang_Kun Zhang 0001_Bernhard Schölkopf,Identification of Time-Dependent Causal Model: A Gaussian Process Treatment.,2015,IJCAI
Luca de Alfaro_Vassilis Polychronopoulos_Neoklis Polyzotis,Efficient Techniques for Crowdsourced Top-k Lists.,2017,IJCAI
Jiacheng Xu_Xipeng Qiu_Kan Chen_Xuanjing Huang,Knowledge Graph Representation with Jointly Structural and Textual Encoding.,2017,IJCAI
Xuelong Li_Mulin Chen_Feiping Nie_Qi Wang,Locality Adaptive Discriminant Analysis.,2017,IJCAI
Craig E. Larson_Nico Van Cleemput,Automated Conjecturing I: Fajtlowicz's Dalmatian Heuristic Revisited (Extended Abstract).,2017,IJCAI
Cunchao Tu_Zhengyan Zhang_Zhiyuan Liu_Maosong Sun,TransNet: Translation-Based Network Representation Learning for Social Relation Extraction.,2017,IJCAI
Thomas Bolander_Martin Holm Jensen_François Schwarzentruber,Complexity Results in Epistemic Planning.,2015,IJCAI
David Pearce 0001_Levan Uridia,An Approach to Minimal Belief via Objective Belief.,2011,IJCAI
Tobias Kaminski_Matthias Knorr_João Leite,Efficient Paraconsistent Reasoning with Ontologies and Rules.,2015,IJCAI
Wenhui Liao_Yan Tong_Zhiwei Zhu_Qiang Ji,Robust Object Tracking with a Case-Base Updating Strategy.,2007,IJCAI
Yabin Zheng_Chen Li 0001_Maosong Sun,CHIME: An Efficient Error-Tolerant Chinese Pinyin Input Method.,2011,IJCAI
Tias Guns_Anton Dries_Guido Tack_Siegfried Nijssen_Luc De Raedt,MiningZinc: A Modeling Language for Constraint-Based Mining.,2013,IJCAI
Yong Liu_Peilin Zhao_Xin Liu_Min Wu 0008_Lixin Duan_Xiaoli Li 0001,Learning User Dependencies for Recommendation.,2017,IJCAI
Peifeng Li_Qiaoming Zhu_Guodong Zhou,Joint Modeling of Argument Identification and Role Determination in Chinese Event Extraction with Discourse-Level Information.,2013,IJCAI
Can Erdogan_Manuela M. Veloso,Action Selection via Learning Behavior Patterns in Multi-Robot Systems.,2011,IJCAI
Muhammad Rizwan Saeed_Charalampos Chelmis_Viktor K. Prasanna,Thou Shalt ASQFor and Shalt Receive the Semantic Answer.,2016,IJCAI
Hongliang Guo_Jie Zhang,A Distributed and Scalable Machine Learning Approach for Big Data.,2016,IJCAI
Christopher Raphael,Representation and Synthesis of Melodic Expression.,2009,IJCAI
Nikhil Bhargava_Tiago Stegun Vaquero_Brian C. Williams,Faster Conflict Generation for Dynamic Controllability.,2017,IJCAI
Marius Lindauer_Frank Hutter_Holger H. Hoos_Torsten Schaub,AutoFolio: An Automatically Configured Algorithm Selector (Extended Abstract).,2017,IJCAI
Svetlana Obraztsova_Edith Elkind_Maria Polukarov_Zinovi Rabinovich,Strategic Candidacy Games with Lazy Candidates.,2015,IJCAI
Yanxin Shi_Mengqiu Wang,A Dual-layer CRFs Based Joint Decoding Method for Cascaded Segmentation and Labeling Tasks.,2007,IJCAI
Yu Du_Yongkang Wong_Wenguang Jin_Wentao Wei_Yu Hu_Mohan S. Kankanhalli_Weidong Geng,Semi-Supervised Learning for Surface EMG-based Gesture Recognition.,2017,IJCAI
Lei Duan_Satoshi Oyama_Masahito Kurihara_Haruhiko Sato,Crowdsourced Semantic Matching of Multi-Label Annotations.,2015,IJCAI
Thomas Eiter_Mantas Simkus,Bidirectional Answer Set Programs with Function Symbols.,2009,IJCAI
Reshef Meir_Ariel D. Procaccia_Jeffrey S. Rosenschein,Strategyproof Classification with Shared Inputs.,2009,IJCAI
Shaozhe Tao_Yifan Sun_Daniel Boley,Inverse Covariance Estimation with Structured Groups.,2017,IJCAI
Yue Yin_Bo An,Efficient Resource Allocation for Protecting Coral Reef Ecosystems.,2016,IJCAI
Michael Abseher_Frederico Dusberger_Nysret Musliu_Stefan Woltran,Improving the Efficiency of Dynamic Programming on Tree Decompositions via Machine Learning.,2015,IJCAI
Hang Yin_Patricia Alves-Oliveira_Francisco S. Melo_Aude Billard_Ana Paiva,Synthesizing Robotic Handwriting Motion by Learning from Human Demonstrations.,2016,IJCAI
Dave Mobley,Multi-Agent Systems of Inverse Reinforcement Learners in Complex Games.,2017,IJCAI
Zhenglu Yang_Masaru Kitsuregawa,Efficient Searching Top-k Semantic Similar Words.,2011,IJCAI
Christos Hadjinikolis_Yiannis Siantos_Sanjay Modgil_Elizabeth Black_Peter McBurney,Opponent Modelling in Persuasion Dialogues.,2013,IJCAI
Domenico Lembo_Riccardo Rosati_Valerio Santarelli_Domenico Fabio Savo_Evgenij Thorstensen,Mapping Repair in Ontology-based Data Access Evolving Systems.,2017,IJCAI
Yuhong Guo_Russell Greiner,Optimistic Active-Learning Using Mutual Information.,2007,IJCAI
Xingwei Zhu_Zhaoyan Ming_Yu Hao_Xiaoyan Zhu,Tackling Data Sparseness in Recommendation using Social Media based Topic Hierarchy Modeling.,2015,IJCAI
Han Lin_Kaile Su,Exploiting Inference Rules to Compute Lower Bounds for MAX-SAT Solving.,2007,IJCAI
Zhi Qiang Zhuang_Maurice Pagnucco,Transitively Relational Partial Meet Horn Contraction.,2011,IJCAI
Weiwei Shi_Yihong Gong_Jinjun Wang,Improving CNN Performance with Min-Max Objective.,2016,IJCAI
Daniel Villatoro,Social Norms for Self-Policing Multi-agent Systems and Virtual Societies.,2013,IJCAI
Yen-Ling Kuo_Jane Yung-jen Hsu,Resource-Bounded Crowd-Sourcing of Commonsense Knowledge.,2011,IJCAI
Dimitri Marinakis_Gregory Dudek,Topological Mapping through Distributed Passive Sensors.,2007,IJCAI
Claudiu Cristian Musat_Yizhong Liang_Boi Faltings,Recommendation Using Textual Opinions.,2013,IJCAI
Abdelkader Ouali_Samir Loudni_Yahia Lebbah_Patrice Boizumault_Albrecht Zimmermann_Lakhdar Loukil,Efficiently Finding Conceptual Clustering Models with Integer Linear Programming.,2016,IJCAI
Zhangyang Wang_Yingzhen Yang_Shiyu Chang_Jinyan Li_Simon Fong_Thomas S. Huang,A Joint Optimization Framework of Sparse Coding and Discriminative Clustering.,2015,IJCAI
Carsten Lutz_Inanç Seylan_Frank Wolter,Ontology-Mediated Queries with Closed Predicates.,2015,IJCAI
Jun Matsuno_Toru Ishida,Constraint Optimization Approach to Context Based Word Selection.,2011,IJCAI
Mingrui Zhu_Nannan Wang_Xinbo Gao_Jie Li 0001,Deep Graphical Feature Learning for Face Sketch Synthesis.,2017,IJCAI
Joseph Y. Halpern_Rafael Pass,Iterated Regret Minimization: A New Solution Concept.,2009,IJCAI
Shixiang Lu_Xiaoyin Fu_Wei Wei_Xingyuan Peng_Bo Xu,Joint and Coupled Bilingual Topic Model Based Sentence Representations for Language Model Adaptation.,2013,IJCAI
Matteo Baldoni_Cristina Baroglio_Elisa Marengo_Viviana Patti,Constitutive and Regulative Specifications of Commitment Protocols: A Decoupled Approach (Extended Abstract).,2015,IJCAI
Chee K. Wong_Jochen Schmidt_Wai K. Yeap,Using a Mobile Robot for Cognitive Mapping.,2007,IJCAI
Koji Yatani_Michael Novati_Andrew Trusty_Khai N. Truong,Analysis of Adjective-Noun Word Pair Extraction Methods for Online Review Summarization.,2011,IJCAI
Amr Ahmed_Eric P. Xing,Scalable Dynamic Nonparametric Bayesian Models of Content and Users.,2013,IJCAI
Qi Zhang_Jiawen Wang_Haoran Huang_Xuanjing Huang_Yeyun Gong,Hashtag Recommendation for Multimodal Microblog Using Co-Attention Network.,2017,IJCAI
Ronald Alford_Ugur Kuter_Dana S. Nau,Translating HTNs to PDDL: A Small Amount of Domain Knowledge Can Go a Long Way.,2009,IJCAI
Sabyasachi Saha_Sandip Sen,An Efficient Protocol for Negotiation over Multiple Indivisible Resources.,2007,IJCAI
David B. Smith 0002_Vibhav Gogate,The Inclusion-Exclusion Rule and its Application to the Junction Tree Algorithm.,2013,IJCAI
Mojtaba Montazery_Nic Wilson,Dominance and Optimisation Based on Scale-Invariant Maximum Margin Preference Learning.,2017,IJCAI
Mingyu Fan_Xiaojun Chang_Xiaoqin Zhang_Di Wang_Liang Du,Top-k Supervise Feature Selection via ADMM for Integer Programming.,2017,IJCAI
Hiroki Yanagisawa_Takayuki Osogami,Improved Integer Programming Approaches for Chance-Constrained Stochastic Programming.,2013,IJCAI
Rui Yan_Han Jiang_Mirella Lapata_Shou-De Lin_Xueqiang Lv_Xiaoming Li,i Poet: Automatic Chinese Poetry Composition through a Generative Summarization Framework under Constrained Optimization.,2013,IJCAI
Guifei Jiang_Dongmo Zhang_Laurent Perrussel_Heng Zhang,Epistemic GDL: A Logic for Representing and Reasoning about Imperfect Information Games.,2016,IJCAI
David Wingate_Vishal Soni_Britton Wolfe_Satinder P. Singh,Relational Knowledge with Predictive State Representations.,2007,IJCAI
Xin Geng_Peng Hou,Pre-release Prediction of Crowd Opinion on Movies by Label Distribution Learning.,2015,IJCAI
Alexandra Goultiaeva_Allen Van Gelder_Fahiem Bacchus,A Uniform Approach for Generating Proofs and Strategies for Both True and False QBF Formulas.,2011,IJCAI
Claudia Henry_Richard Nock_Frank Nielsen,Real Boosting a la Carte with an Application to Boosting Oblique Decision Tree.,2007,IJCAI
Jeff Pasternack_Dan Roth,Making Better Informed Trust Decisions with Generalized Fact-Finding.,2011,IJCAI
Daoqiang Zhang_Wanquan Liu,An Efficient Nonnegative Matrix Factorization Approach in Flexible Kernel Space.,2009,IJCAI
Christopher Archibald_Alon Altman_Yoav Shoham,Analysis of a Winning Computational Billiards Player.,2009,IJCAI
Steffen Michels_Arjen Hommersom_Peter J. F. Lucas_Marina Velikova_Pieter W. M. Koopman,Inference for a New Probabilistic Constraint Logic.,2013,IJCAI
Nicholas Morsillo_Christopher J. Pal_Randal Nelson,Semi-Supervised Learning of Visual Classifiers from Web Images and Text.,2009,IJCAI
Paolo Felli_Lavindra de Silva_Brian Logan_Svetan M. Ratchev,Process Plan Controllers for Non-Deterministic Manufacturing Systems.,2017,IJCAI
Ismail Ilkan Ceylan_Thomas Lukasiewicz_Rafael Peñaloza_Oana Tifrea-Marciuska,Query Answering in Ontologies under Preference Rankings.,2017,IJCAI
Sang-Woo Lee_Chung-yeon Lee_Dong-Hyun Kwak_Jiwon Kim_Jeonghee Kim_Byoung-Tak Zhang,Dual-Memory Deep Learning Architectures for Lifelong Learning of Everyday Human Behaviors.,2016,IJCAI
Li Zhang,Affect Sensing in Metaphorical Phenomena and Dramatic Interaction Context.,2011,IJCAI
Amarjeet Singh 0001_Andreas Krause 0001_Carlos Guestrin_William J. Kaiser_Maxim A. Batalin,Efficient Planning of Informative Paths for Multiple Robots.,2007,IJCAI
Mauro Dragoni_Célia da Costa Pereira_Andrea G. B. Tettamanzi_Serena Villata,SMACk: An Argumentation Framework for Opinion Mining.,2016,IJCAI
Supratik Chakraborty_Kuldeep S. Meel_Moshe Y. Vardi,Algorithmic Improvements in Approximate Counting for Probabilistic Inference: From Linear to Logarithmic SAT Calls.,2016,IJCAI
Hao Li_Maoguo Gong,Self-paced Convolutional Neural Networks.,2017,IJCAI
Jorge A. Baier_Fahiem Bacchus_Sheila A. McIlraith,A Heuristic Search Approach to Planning with Temporally Extended Preferences.,2007,IJCAI
Huanhuan Chen_Anthony G. Cohn,Buried Utility Pipeline Mapping Based on Multiple Spatial Data Sources: A Bayesian Data Fusion Approach.,2011,IJCAI
Michele Banko_Michael J. Cafarella_Stephen Soderland_Matthew Broadhead_Oren Etzioni,Open Information Extraction from the Web.,2007,IJCAI
Xiaowei Huang_Ji Ruan,ATL Strategic Reasoning Meets Correlated Equilibrium.,2017,IJCAI
Martha Anne Flinders Lewis_Jonathan Lawry,Concept Generation in Language Evolution.,2013,IJCAI
Nader Chmait,Understanding and Measuring Collective Intelligence Across Different Cognitive Systems: An Information-Theoretic Approach.,2017,IJCAI
Alexandre Klementiev_Dan Roth_Kevin Small_Ivan Titov,Unsupervised Rank Aggregation with Domain-Specific Expertise.,2009,IJCAI
Salman Hameed Khan_Xuming He_Fatih Porikli_Mohammed Bennamoun_Ferdous Ahmed Sohel_Roberto Togneri,Learning deep structured network for weakly supervised change detection.,2017,IJCAI
Till Mossakowski_Christoph Lange 0002_Oliver Kutz,Three Semantics for the Core of the Distributed Ontology Language (Extended Abstract).,2013,IJCAI
Christian Kroer_Tuomas Sandholm,Limited Lookahead in Imperfect-Information Games.,2015,IJCAI
Hang Su_Jun Zhu_Yinpeng Dong_Bo Zhang,Forecast the Plausible Paths in Crowd Scenes.,2017,IJCAI
Antonio Roque_David R. Traum,Improving a Virtual Human Using a Model of Degrees of Grounding.,2009,IJCAI
Stéphane Airiau_Ulle Endriss_Umberto Grandi_Daniele Porello_Joel Uckelman,Aggregating Dependency Graphs into Voting Agendas in Multi-Issue Elections.,2011,IJCAI
Zhengyu Yin_Milind Tambe,Continuous Time Planning for Multiagent Teams with Temporal Constraints.,2011,IJCAI
Edith Elkind_Umberto Grandi_Francesca Rossi_Arkadii Slinko,Gibbard-Satterthwaite Games.,2015,IJCAI
Thomas Ågotnes_Wiebe van der Hoek_Michael Wooldridge,Quantified Coalition Logic.,2007,IJCAI
Wei Qian_Bin Hong_Deng Cai_Xiaofei He_Xuelong Li,Non-Negative Matrix Factorization with Sinkhorn Distance.,2016,IJCAI
Javier Segovia Aguas_Sergio Jiménez Celorrio_Anders Jonsson,Generating Context-Free Grammars using Classical Planning.,2017,IJCAI
Fan Xie_Adi Botea_Akihiro Kishimoto,A Scalable Approach to Chasing Multiple Moving Targets with Multiple Agents.,2017,IJCAI
Martin Kronegger_Andreas Pfandler_Reinhard Pichler,Parameterized Complexity of Optimal Planning: A Detailed Map.,2013,IJCAI
Wilton de Paula Filho_Ana Cristina Bicharra Garcia,RoTuEl: A Semi-Automated Method for Labeling Political Tweets.,2015,IJCAI
Dustin Dannenhauer,Self Monitoring Goal Driven Autonomy Agents.,2016,IJCAI
Xin Liu,Modeling Users' Dynamic Preference for Personalized Recommendation.,2015,IJCAI
Quanquan Gu_Zhenhui Li_Jiawei Han 0001,Joint Feature Selection and Subspace Learning.,2011,IJCAI
Ming Shao_Sheng Li 0001_Zhengming Ding_Yun Fu 0001,Deep Linear Coding for Fast Graph Clustering.,2015,IJCAI
Zebang Shen_Hui Qian_Tengfei Zhou_Tongzhou Mu,Adaptive Variance Reducing for Stochastic Gradient Descent.,2016,IJCAI
Feiping Nie_Shiming Xiang_Changshui Zhang,Neighborhood MinMax Projections.,2007,IJCAI
Deepak Bhadauria_Volkan Isler,Capturing an Evader in a Polygonal Environment with Obstacles.,2011,IJCAI
Xiuwen Yi_Yu Zheng 0004_Junbo Zhang_Tianrui Li,ST-MVL: Filling Missing Values in Geo-Sensory Time Series Data.,2016,IJCAI
Michael Bartholomew_Joohyung Lee_Yunsong Meng,First-Order Extension of the FLP Stable Model Semantics via Modified Circumscription.,2011,IJCAI
Jintao Tang_Ting Wang_Qin Lu_Ji Wang_Wenjie Li,A Wikipedia Based Semantic Graph Model for Topic Tracking in Blogsphere.,2011,IJCAI
Huan Wang_Daniel A. Spielman_John Wright,Exact Recovery of Sparse-Used Dictionaries.,2013,IJCAI
Carsten Lutz_Leif Sabellek,Ontology-Mediated Querying with the Description Logic EL: Trichotomy and Linear Datalog Rewritability.,2017,IJCAI
Ronald de Haan_Martin Kronegger_Andreas Pfandler,Fixed-Parameter Tractable Reductions to SAT for Planning.,2015,IJCAI
Kurt M. Dresner_Peter Stone,Sharing the Road: Autonomous Vehicles Meet Human Drivers.,2007,IJCAI
Rodrigo Agerri_German Rigau,Robust Multilingual Named Entity Recognition with Shallow Semi-supervised Features (Extended Abstract).,2017,IJCAI
Svetlana Obraztsova_Edith Elkind_Noam Hazon,Ties Matter: Complexity of Voting Manipulation Revisited.,2011,IJCAI
Bernhard Bliem_Marius Moldovan_Michael Morak_Stefan Woltran,The Impact of Treewidth on ASP Grounding and Solving.,2017,IJCAI
Stefan Wölfl 0001_Matthias Westphal,On Combinations of Binary Qualitative Constraint Calculi.,2009,IJCAI
Oscar J. Romero_Ran Zhao_Justine Cassell,Cognitive-Inspired Conversational-Strategy Reasoner for Socially-Aware Agents.,2017,IJCAI
Valentin Mayer-Eichberger,Modelling Satisfiability Problems: Theory and Practice.,2016,IJCAI
James MacGlashan_Michael L. Littman,Between Imitation and Intention Learning.,2015,IJCAI
Sumeet Katariya_Branislav Kveton_Csaba Szepesvári_Claire Vernade_Zheng Wen,Bernoulli Rank-1 Bandits for Click Feedback.,2017,IJCAI
David Billington,Entailment Semantics for Rules with Priorities.,2007,IJCAI
Jure Zabkar_Martin Mozina_Ivan Bratko_Janez Demsar,Learning Qualitative Models from Numerical Data: Extended abstract.,2013,IJCAI
Freddy Lécué,Scalable Maintenance of Knowledge Discovery in an Ontology Stream.,2015,IJCAI
Georgios Chalkiadakis_Edith Elkind_Nicholas R. Jennings,Simple Coalitional Games with Beliefs.,2009,IJCAI
Christopher H. Lin_Andrey Kolobov_Ece Kamar_Eric Horvitz,Metareasoning for Planning Under Uncertainty.,2015,IJCAI
