author,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,total
Graeme A. Jones,1,0,0,0,0,0,1,0,0,0,0,2
Guanhua Tian,0,0,0,0,0,0,0,0,1,0,0,1
Remy Gendrot,0,0,0,0,0,0,0,0,0,0,1,1
Nguyen Tuan Duc,0,0,0,0,1,0,0,0,0,0,0,1
Ryohei Nakano,1,0,0,0,0,0,0,0,0,0,0,1
Jakub Sochor,0,0,0,0,0,0,0,0,0,1,0,1
Sándor Szedmák,0,0,0,0,0,0,0,0,0,0,1,1
Maria Dagioglou,0,0,0,0,0,0,0,0,2,0,0,2
Kwang-Ting Cheng,0,0,0,0,1,0,0,0,0,0,0,1
Philip Tuddenham,1,0,0,0,0,0,0,0,0,0,0,1
Yang Li 0010,0,0,0,0,1,0,0,0,0,0,0,1
Jeffrey M. Beck,0,0,0,0,0,2,1,0,1,0,0,4
Gou Koutaki,0,0,0,0,0,0,0,1,0,0,0,1
Thomas Schöps,0,0,0,0,0,0,0,0,0,0,1,1
Mateusz Kozinski,0,0,0,0,0,0,0,0,1,0,0,1
Stefan Gumhold,0,0,0,0,0,0,0,0,0,1,2,3
Ishrar Hussain,0,0,0,0,0,0,0,1,0,0,0,1
Anh Tuan Luu,0,0,0,0,0,0,0,0,0,0,2,2
Shane G. Henderson,0,0,0,0,0,0,0,0,1,0,0,1
Alberto Suárez,0,0,0,0,1,0,1,0,0,2,0,4
Giorgio Terracina,0,0,0,0,0,1,0,0,0,0,0,1
Chris Bregler,0,0,0,0,0,0,0,0,0,0,1,1
Erik R. Smith,0,0,0,0,0,0,0,0,0,0,1,1
James J. Lu,0,0,0,0,0,0,0,1,0,0,0,1
Wilsun Xu,0,0,0,0,0,0,0,0,0,1,0,1
Nishith Khandwala,0,0,0,0,0,0,0,0,0,0,1,1
Guangyou Zhou,0,0,0,0,0,0,1,0,2,1,0,4
David Pfeiffer,0,0,0,0,0,0,1,0,0,0,0,1
Jia Li,1,0,0,0,0,0,0,0,1,2,3,7
Kaihua Zhu,1,0,0,0,0,0,0,0,0,0,0,1
Daniel S. Messinger,0,0,1,0,0,0,0,0,0,0,0,1
Won Hwa Kim,0,0,0,0,0,1,1,0,1,1,1,5
Luigi Acerbi,0,0,0,0,0,0,0,1,0,0,1,2
Can Xu,0,0,0,0,0,0,0,1,0,1,0,2
Teerayut Horanont,0,0,0,0,0,0,1,0,0,0,0,1
Shashank Dabral,0,0,0,0,0,0,0,0,0,1,0,1
Sangdoo Yun,0,0,0,0,0,0,0,0,0,1,4,5
Giuseppe Manco,0,0,0,0,0,0,0,1,0,0,0,1
Zack Fitzsimmons,0,0,0,0,0,0,1,0,1,0,1,3
Zhidan Feng,1,0,0,0,0,0,0,0,0,0,0,1
Takeshi Naemura,0,0,0,0,1,0,0,1,1,0,0,3
Kevin Gold,1,0,0,0,0,0,1,0,0,0,0,2
Quentin Cohen-Solal,0,0,0,0,0,0,0,0,1,0,2,3
Matan Sela,0,0,0,0,0,0,0,0,0,0,1,1
Shyamsundar Rajaram,1,2,1,0,0,0,0,0,0,0,0,4
Frank Seide,0,0,0,0,0,0,0,0,0,1,0,1
Stas Rozenfeld,1,0,0,0,0,0,0,0,0,0,0,1
Julien Mairal,0,2,0,1,1,0,1,3,1,1,3,13
Andrea Salgian,1,0,0,0,0,0,0,0,0,0,0,1
Dennis H. Lundtoft,0,0,0,0,0,0,0,0,1,0,0,1
Ashutosh Saxena,1,4,0,1,3,1,4,0,1,2,0,17
Lawrence Cavedon,0,0,0,0,0,0,0,0,1,0,1,2
Conrado Miranda,0,0,0,0,0,0,0,0,0,0,1,1
Enrico H. Gerding,1,0,0,0,2,0,1,1,4,1,2,12
Michael Lamar,0,0,0,1,0,0,0,0,0,0,0,1
Javier R. Movellan,0,2,2,2,1,1,0,0,0,0,0,8
Itay Hen,0,0,0,0,0,0,0,1,0,0,0,1
Alfred Gangl,0,0,0,1,0,0,0,0,0,0,0,1
Jesse Villarreal,0,0,0,0,0,0,0,1,0,0,1,2
Xuan Guo,0,0,0,0,0,0,0,0,0,0,1,1
G. Carleton Ray,0,0,0,0,0,0,1,0,0,0,0,1
Andres Muñoz Medina,0,0,0,0,0,0,0,1,2,0,1,4
Amir Averbuch,0,0,0,0,0,0,1,0,0,0,0,1
Eran Yahav,0,0,0,0,0,0,0,0,0,1,1,2
Yang Wang 0023,0,0,0,0,0,0,0,0,1,2,0,3
Vijay Bharadwaj,0,0,0,0,0,1,0,0,0,0,0,1
Yonatan Bisk,0,0,0,0,0,1,0,0,0,1,0,2
Masami Nakajima,0,0,0,0,1,0,0,0,0,0,0,1
Alon Shmueli,0,1,0,0,0,0,0,0,0,0,0,1
Jie Chen,0,0,0,0,0,0,0,1,1,2,3,7
Torsten Sattler,0,0,0,0,0,0,0,0,0,1,5,6
Elena Botoeva,0,0,0,0,0,1,1,1,1,2,0,6
Wouter Weerkamp,0,3,1,2,2,0,1,1,0,1,0,11
Alberto Venturini,0,1,0,0,0,0,0,0,0,0,0,1
Zhe Fan,0,0,0,0,0,0,0,0,0,1,0,1
Sidhant Misra,0,0,0,0,0,0,0,0,0,1,0,1
Tuan Anh Le,0,0,0,0,0,0,0,0,0,1,0,1
Anastasya Mishchuk,0,0,0,0,0,0,0,0,0,0,1,1
Nuri Denizcan Vanli,0,0,0,0,0,0,0,0,0,0,1,1
Fanhua Shang,0,0,0,0,0,1,0,2,0,1,2,6
Viswanathan Srikrishnan,1,0,0,0,0,0,0,0,0,0,0,1
Jean Bolot,0,1,0,0,0,0,0,0,0,0,1,2
Xue-Cheng Tai,0,0,0,1,0,0,1,0,0,0,0,2
Xin Yin,0,0,0,0,0,0,0,0,0,1,0,1
Jane Wu,0,0,0,0,0,0,0,0,0,1,0,1
Yui Man Lui,0,0,0,3,0,2,0,0,0,0,0,5
Laura Irina Rusu,0,0,0,0,0,0,0,0,0,1,0,1
Chenyi Lei,0,0,0,0,0,0,0,0,0,1,0,1
Abhinav Kumar,0,0,0,0,0,0,1,0,0,0,0,1
Jie Zhu,0,0,0,0,0,0,0,0,0,0,1,1
Paul F. M. J. Verschure,0,0,0,0,0,0,0,0,0,1,0,1
George John,0,0,0,0,0,0,0,0,1,0,0,1
Enrique Munoz de Cote,0,0,0,2,0,0,1,0,0,1,0,4
Brad Davis,0,0,0,0,0,1,0,0,0,0,0,1
Bálint Tillman,0,0,0,0,0,0,0,0,0,0,1,1
Hendrik P. A. Lensch,1,2,1,1,0,0,0,0,1,1,0,7
Julia Wiedmann,0,0,0,0,0,0,0,0,0,0,1,1
João Pedro Barreto 0001,0,0,1,0,0,0,1,0,1,0,0,3
Gao Huang,0,0,0,0,0,0,0,1,1,1,1,4
Robert Christopher Garrett,0,0,0,0,0,0,0,0,1,0,0,1
Marius Pasca,1,2,1,3,0,0,0,0,1,0,0,8
Daniel Golovin,2,1,1,2,2,0,1,0,1,0,1,11
Deng Cai,4,1,1,3,3,5,5,3,1,5,7,38
Brooks King-Casas,0,1,0,0,0,0,0,0,0,0,0,1
Fabien Dekeyser,0,0,1,0,0,0,0,0,0,0,0,1
Iason Oikonomidis,0,0,0,0,0,0,0,1,0,0,0,1
Raef Bassily,0,0,0,0,0,0,0,0,0,0,1,1
Miles E. Hansard,0,0,0,0,1,0,0,0,0,0,0,1
Majid Yazdani,0,0,0,0,0,0,1,0,0,0,0,1
Yoon Kim,0,0,0,0,0,0,0,0,0,1,0,1
Lukas Vermeer,0,0,0,0,0,0,0,0,0,0,1,1
Moungi Bawendi,0,0,0,0,1,0,0,0,0,0,0,1
Hong Liu,0,0,0,1,0,0,0,0,0,4,2,7
Sebastian Millner,0,0,0,1,0,0,0,0,0,0,0,1
Ian Soboroff,3,2,1,1,0,1,1,0,1,2,1,13
Karteek Alahari,0,2,0,1,1,1,1,1,0,0,1,8
Luciano Silva,0,0,1,0,0,0,1,0,0,0,0,2
Alex S. Fukunaga,0,0,0,0,0,0,0,0,0,1,1,2
Ruihan Wu,0,0,0,0,0,0,0,0,0,0,1,1
Fang Hua,0,0,0,0,0,0,1,0,0,0,0,1
Rob Critchlow,0,0,0,0,0,0,0,0,0,1,0,1
Junru Wu,0,0,0,0,0,0,0,0,0,0,1,1
Jianru Xue,0,0,0,0,0,0,0,0,0,0,1,1
Sainyam Galhotra,0,0,0,0,0,0,0,0,0,1,0,1
Sujoy Sikdar,0,0,0,0,0,0,0,0,0,0,1,1
Hanrui Wu,0,0,0,0,0,0,0,0,0,0,1,1
Weiwei Sun,0,0,0,0,0,0,0,0,0,1,1,2
Gabriel Parra,0,0,0,0,0,0,0,0,0,0,1,1
Marvin Lindner,0,1,0,0,0,0,0,0,0,0,0,1
Nadjib Lazaar,0,0,0,0,0,0,1,0,0,2,0,3
Ajay Jasra,1,0,0,0,0,0,0,0,0,0,0,1
Sanjay Ranka,1,1,1,1,0,0,0,0,1,0,0,5
Waldo Valenzuela,1,0,0,0,0,0,0,0,0,0,0,1
Yu Chen,0,0,0,0,0,3,0,0,0,1,2,6
Per Oberg,0,0,0,0,0,0,1,0,0,0,0,1
Wei Vivian Zhang,1,0,1,0,1,0,0,0,0,0,0,3
Yu-Shiang Wong,0,0,0,0,0,0,0,0,0,0,1,1
Ning Xu,0,0,0,0,0,0,0,0,0,1,1,2
Baihan Shu,0,0,0,0,1,1,0,0,0,0,0,2
Natsumi Kusumoto,0,0,1,0,0,0,0,0,0,0,0,1
Alexander G. Nikolaev,0,0,0,0,0,0,0,0,0,1,0,1
Brad A. Myers,0,2,0,0,0,0,0,0,0,0,0,2
György J. Simon,0,1,0,0,2,0,0,0,0,0,0,3
Zhe Zhu,0,0,0,0,0,0,0,0,0,1,0,1
Yulan He,0,0,0,0,0,0,1,1,1,3,1,7
Nicolas Allezard,1,1,0,0,0,0,0,0,0,0,0,2
Tao Dai,0,0,0,0,0,0,0,0,0,0,2,2
Xiang Gao,0,0,0,0,0,0,0,0,0,0,1,1
Nicolas Grislain,0,0,0,0,0,0,0,0,0,0,1,1
Deepan Subrahmanian Palguna,0,0,0,0,0,0,0,0,1,0,0,1
Gopikrishnan Maniachari,0,0,0,0,0,0,0,0,2,0,0,2
Thomas Dueholm Hansen,0,1,0,0,0,0,0,0,0,0,0,1
John Thornton,1,1,0,0,0,0,0,1,0,0,0,3
Can Yang,0,0,0,0,0,1,0,0,0,0,0,1
Trung V. Nguyen,0,0,0,0,0,0,0,2,0,0,0,2
Josiane Zerubia,0,1,0,0,0,0,0,0,0,0,0,1
Ahmed Bilal Ashraf,0,1,0,1,0,0,0,0,0,0,0,2
Egemen Tas,0,0,0,0,1,0,0,0,0,0,0,1
Alok Prakash,0,0,0,0,0,0,0,0,0,0,1,1
Eilon Vaadia,0,1,0,0,0,0,0,0,0,0,0,1
Irwin King,3,2,6,3,2,2,4,1,4,2,3,32
Ehsan Adeli-Mosabbeb,0,0,0,0,0,0,0,0,1,0,0,1
Vladimir Vovk,2,0,0,0,0,0,0,1,1,0,0,4
Hongyu Guo,0,0,0,0,0,0,0,0,0,0,1,1
Joonas Kukkonen,0,1,0,0,0,0,0,0,0,0,0,1
Masumi Inaba,1,0,0,0,0,0,0,0,0,0,0,1
Matthieu Devin,0,0,0,0,0,1,0,0,0,0,0,1
Seungyeon Kim,0,0,0,0,0,1,0,0,2,0,0,3
Sasa Grbic,0,0,0,0,0,0,0,0,0,0,1,1
Jim Apple,0,0,0,0,1,0,0,0,0,0,0,1
Daniel Fink,0,0,0,0,0,0,1,0,0,0,1,2
Nicholas Rizzolo,0,1,0,0,0,0,0,0,0,0,0,1
Anatole von Lilienfeld,0,0,0,0,0,1,0,0,0,0,0,1
Suthee Chaidaroon,0,0,0,0,0,0,0,0,0,0,1,1
Russell Toth,0,0,0,0,0,0,0,0,1,0,0,1
Yannis Sismanis,0,0,0,0,1,0,0,0,0,0,0,1
Jiquan Ngiam,0,0,0,1,2,0,0,0,0,0,0,3
G. Venugopala Reddy,0,0,1,0,0,0,0,0,0,0,0,1
Lev Reyzin,1,1,0,1,0,0,0,1,3,0,2,9
Patrizio Campisi,0,1,0,0,0,0,0,0,0,1,0,2
Akihiro Yamamoto,0,0,0,0,0,0,0,1,0,1,0,2
Hongwei Qin,0,0,0,0,0,0,0,0,0,1,1,2
Gregory Gelfond,0,0,0,0,0,0,0,0,1,0,0,1
Steve Herbert,0,0,0,0,0,0,0,0,1,0,0,1
Eric M. Christiansen,0,0,0,1,0,1,0,0,0,0,0,2
Angelo Montanari,0,0,0,0,1,0,0,0,0,2,1,4
Andy Tsai,1,0,0,0,0,0,0,0,0,0,0,1
Dieter W. Fellner,0,0,0,0,0,1,0,0,0,0,0,1
Akira Tajima,0,0,0,0,0,0,0,1,0,0,1,2
Yifan Zeng,0,0,0,0,0,0,0,0,0,0,1,1
Michael Jackson,0,0,0,0,0,0,0,0,1,0,0,1
Alan Kinsella,0,0,0,0,0,0,0,0,0,1,0,1
Albert-László Barabási,0,0,1,0,1,0,0,1,0,0,0,3
Tye Rattenbury,1,0,0,0,0,0,0,0,0,0,0,1
Geoffrey Pascoe,0,0,0,0,0,0,0,0,0,0,1,1
Carlo S. Regazzoni,1,0,0,0,0,0,0,0,0,0,0,1
Nong Sang,0,0,0,0,1,0,0,0,0,0,0,1
Corneliu Florea,0,0,0,0,0,0,0,0,0,1,0,1
Florian Pecune,0,0,0,0,0,0,0,0,1,0,0,1
Laure Soulier,0,0,0,0,0,0,0,1,0,0,0,1
Zhiqi Zhang,0,0,0,1,1,1,0,1,0,0,0,4
Razvan Ranca,0,0,0,0,0,0,1,0,0,0,0,1
Masanao Ochi,0,0,0,0,1,0,0,0,0,0,0,1
Shinichi Nagano,1,0,0,0,0,0,0,0,0,0,0,1
Brian Milch,0,2,0,0,0,0,0,0,0,0,0,2
Parris K. Egbert,1,1,0,0,0,0,0,0,0,0,0,2
Gabriel Diéguez,0,0,0,0,0,0,0,0,1,0,0,1
Jia Guo,0,0,0,0,0,0,0,0,0,0,1,1
Michael D. Lee,0,0,1,0,0,0,0,0,0,0,0,1
Shivaram Venkataraman,0,0,0,0,0,0,0,0,0,1,0,1
Naixiang Lian,0,0,1,0,0,0,0,0,0,0,0,1
Stylianos Ploumpis,0,0,0,0,0,0,0,0,0,0,1,1
Chung-Ching Lin,0,0,0,0,0,0,1,0,1,0,0,2
Naren Ramakrishnan,0,1,1,3,2,2,4,2,4,9,2,30
Wolfgang Heidrich,0,1,1,2,1,1,1,1,3,1,1,13
Enrique Dunn,0,0,0,0,0,0,0,2,1,0,1,4
Prasad Tadepalli,1,0,0,2,3,2,3,4,4,0,1,20
William D. Smart,1,0,0,0,1,0,0,0,0,0,1,3
Jon Degenhardt,0,0,0,0,0,0,0,0,0,0,1,1
Zoran Zivkovic,0,1,0,0,0,0,0,0,0,0,0,1
Satish Rao,0,2,0,0,0,0,0,0,0,0,0,2
Michela Farenzena,0,1,0,2,0,0,0,0,1,0,0,4
Simon Taylor,0,0,1,0,0,0,0,0,0,0,0,1
Deepak P,0,0,0,0,0,1,0,0,0,0,1,2
Taras Butko,0,0,1,0,0,0,0,0,0,0,0,1
Juzhen He,1,0,0,0,0,0,0,0,0,0,0,1
Ilias Theodorakopoulos,0,0,0,0,0,0,0,0,0,0,1,1
Bedrich Benes,0,0,0,1,0,0,0,0,0,0,0,1
Evgeny Burnaev,0,0,0,0,0,0,0,1,0,0,0,1
Damien Scieur,0,0,0,0,0,0,0,0,0,1,2,3
Adrian Haith,0,1,0,0,0,0,0,0,0,0,0,1
Ilya Mironov,0,0,1,0,0,0,0,0,0,0,0,1
David Merrell,0,0,0,0,0,0,0,0,0,0,1,1
Shengyong Ding,0,0,0,0,0,0,0,0,0,1,0,1
Mark R. Pickering,0,0,0,0,1,0,0,0,0,0,0,1
Yifan Pi,0,0,0,0,0,0,1,0,0,0,0,1
Danny Zhu,0,0,0,0,0,0,0,0,0,1,0,1
Hyung Jin Chang,0,0,0,0,0,1,1,1,1,2,2,8
Supriya Sathyanarayana,0,0,0,0,0,0,0,1,0,0,0,1
Steve Welch,0,0,0,0,0,0,0,0,0,1,0,1
Daniel Moreno,0,0,0,0,0,0,0,0,1,1,0,2
Taylor Patton,0,0,0,0,0,0,0,0,0,1,0,1
Yan Virin,2,0,0,0,0,0,0,0,0,0,0,2
Xin Zhao,0,0,0,0,0,0,0,0,0,1,3,4
Mossaab Bagdouri,0,0,0,0,0,0,1,0,1,1,1,4
Francis Schmitt,1,0,0,0,0,0,0,0,0,0,0,1
Ryan Giordano,0,0,0,0,0,0,0,0,1,0,0,1
Takashi Shibata,0,0,0,0,0,0,0,0,0,1,0,1
Adiel Ben-Shalom,0,0,0,0,0,0,0,1,0,0,0,1
Yann Mombrun,0,0,1,0,0,0,0,0,0,0,0,1
Wotao Yin,0,1,0,0,0,0,0,0,0,0,2,3
Sujit Gujar,0,0,0,1,0,0,0,0,0,0,0,1
Hainan Cui,0,0,0,0,0,0,0,1,0,0,1,2
Avinash Ravichandran,0,0,2,0,1,1,0,1,0,0,0,5
Kyle D. Feuz,0,0,0,0,0,0,0,0,0,0,1,1
Christian Theobalt,1,4,2,2,2,1,0,1,4,1,0,18
Tom Chi,0,0,1,0,0,0,0,0,0,0,0,1
Jamie Costello,0,0,1,0,0,0,0,0,0,0,0,1
Takashi Washio,0,0,0,0,1,1,1,0,0,0,0,3
Theodore Kalamboukis,1,1,0,0,0,0,0,0,0,0,0,2
Ali Nouri,0,1,0,0,0,0,0,0,0,0,0,1
Paul McKeigue,0,0,0,1,0,0,0,0,0,0,0,1
Siwei Jiang,0,0,0,0,0,0,2,0,0,0,0,2
Sumit Sidana,0,0,0,0,0,0,0,0,0,1,1,2
Giuseppe Carenini,0,0,0,0,1,1,0,0,1,2,0,5
Marta Castillo-Franco,1,0,0,0,0,0,0,0,0,0,0,1
Sheeraz Ahmad,0,0,0,0,0,0,1,0,0,0,0,1
João Moura 0001,0,0,0,1,0,0,0,0,0,0,0,1
Todd Phillips,0,0,0,0,0,0,1,0,1,0,0,2
Gerome Miklau,0,0,0,0,0,0,0,1,0,0,0,1
Matthew H. Wilder,0,0,1,1,0,0,0,0,0,0,0,2
Rui Ding,0,0,0,0,0,0,0,1,0,0,0,1
Margot Lisa-Jing Yann,0,0,0,0,0,0,0,0,0,1,0,1
Swarup S. Medasani,0,0,0,0,0,0,0,0,0,1,0,1
Xian Zhang,1,0,0,0,1,0,0,0,0,0,0,2
Martin Hirzer,0,0,0,0,0,1,0,0,0,0,1,2
Jahangir Mohammed,0,0,1,0,0,0,0,0,0,0,0,1
Debarun Kar,0,0,0,0,0,0,0,1,1,1,0,3
André Ricardo Gonçalves,0,0,0,0,0,0,0,0,1,0,1,2
Vu Tuan Tran,0,0,0,0,0,1,0,0,0,0,0,1
Eric Fosler-Lussier,0,0,0,0,0,0,0,0,1,0,0,1
Ronghuo Zheng,0,0,0,0,0,0,1,0,1,0,0,2
Walter S. Lasecki,0,0,0,0,0,2,0,0,0,0,0,2
Wenhao Zhang,0,0,0,0,0,0,1,0,0,1,0,2
Vincenzo Varano,0,0,0,0,0,0,1,0,0,0,0,1
Mahesh Sooriyabandara,0,0,0,0,0,0,0,0,0,0,1,1
Baolong Guo,0,0,0,0,0,0,1,0,0,0,0,1
Keh-Yih Su,0,0,0,0,0,0,0,0,0,1,1,2
Roland Kwitt,0,0,0,1,0,1,0,0,2,1,2,7
Ruiguang Hu,0,0,0,0,0,0,0,1,0,0,0,1
Layne T. Watson,0,0,0,1,0,0,0,0,0,0,0,1
Jurgen Van Gael,1,1,0,0,0,1,0,0,0,0,0,3
Ana Armas Romero,0,0,0,0,0,0,0,0,1,0,0,1
Carsten Eickhoff,0,0,0,0,0,3,1,0,2,1,1,8
Jun Matsuno,0,0,0,0,1,0,0,0,0,0,0,1
Diego Thomas,0,0,0,0,0,0,0,0,0,1,0,1
Eric L. Miller,0,0,1,0,0,0,0,0,0,0,0,1
Weixin Luo,0,0,0,0,0,0,0,0,0,1,0,1
Anna Belova,0,0,0,0,0,0,1,0,0,0,0,1
Yehuda Afek,0,0,0,0,0,0,0,0,1,0,0,1
Oliver Kullmann,0,0,0,0,0,0,0,0,0,0,1,1
Xiao Xiang Zhu,0,0,0,0,0,0,0,0,0,0,1,1
Ryo Yonetani,0,0,0,0,0,0,0,0,1,2,0,3
Sepehr Assadi,0,0,0,0,0,0,0,0,0,0,1,1
Gert de Cooman,0,0,0,0,0,0,0,0,0,0,1,1
Xiao-Bo Shen,0,0,0,0,0,0,0,0,0,0,2,2
Kenji Yamanishi,0,0,1,0,0,1,0,0,1,0,2,5
Ilaria Gori,0,0,0,0,0,0,0,0,0,0,1,1
Sasha Rubin,0,0,0,0,0,0,0,0,0,2,3,5
Björn Ottersten,0,0,0,0,0,0,0,0,0,0,1,1
Bo Hu,2,0,0,0,0,0,0,0,0,0,0,2
Vinh Nguyen,0,0,0,0,0,0,0,0,0,1,2,3
Jialiang Zhang,0,0,0,0,0,0,0,0,0,0,1,1
Timothy M. Lynar,0,0,0,0,0,0,0,0,0,1,0,1
Chao Yan,0,0,0,0,0,0,0,0,0,1,0,1
In So Kweon,0,0,0,0,0,0,0,0,4,0,3,7
George R. Thoma,1,0,0,1,0,0,0,0,0,0,0,2
Stephen J. Maybank,0,1,1,1,0,0,0,0,1,0,1,5
Sophie Tourret,0,0,0,0,0,0,1,0,0,0,0,1
Xintong Han,0,0,0,0,0,0,0,0,0,0,1,1
Gilad Sharir,0,0,0,0,0,1,0,0,0,0,0,1
Shumei Wang,0,0,0,0,0,0,0,1,0,0,0,1
Kimberly L. Stachenfeld,0,0,0,0,0,0,0,1,0,0,0,1
Cody J. Phillips,0,0,0,1,0,0,0,0,0,0,0,1
Denis Hamad,1,0,0,0,0,0,0,0,0,0,0,1
Justin Pearson,0,0,0,0,0,0,0,2,0,0,0,2
Michael Zillich,1,1,0,0,0,0,0,1,0,0,0,3
Matthew T. Harrison,0,0,0,0,0,0,1,0,0,0,0,1
Edward Curry,0,0,0,0,0,0,1,0,0,0,0,1
Yilan Gu,1,1,0,0,0,0,0,0,0,0,0,2
Davide Modolo,0,0,0,0,0,0,0,0,1,0,0,1
Peter Chin,0,0,0,0,0,0,0,0,1,0,0,1
Tarik Tosun,0,0,0,0,0,0,0,0,0,0,1,1
Yuli Friedman,0,0,0,1,0,0,0,0,0,0,0,1
Samori Price,0,0,0,0,0,0,0,0,1,0,0,1
Ken Takiyama,0,0,0,1,0,0,0,0,0,0,0,1
Jiayu Long,0,0,0,0,0,0,0,0,0,0,1,1
Nirmalie Wiratunga,2,0,0,0,0,0,0,0,0,0,0,2
Haifeng Wang,0,0,0,0,0,0,0,1,0,3,1,5
Xavier Desurmont,1,0,0,0,0,0,0,0,0,0,0,1
Eun Yong Kang,0,0,0,1,0,0,0,0,0,0,0,1
Jingjing Liu,0,0,1,2,1,0,0,0,0,0,0,4
Liz Grumbach,0,0,0,0,0,0,0,0,1,0,0,1
Maurizio Mancini,0,0,0,0,0,0,0,0,1,0,0,1
Ziyan Wu,0,0,0,0,1,1,0,0,0,0,0,2
Gregory Randall,2,0,0,0,0,0,0,1,0,0,0,3
Xin Geng,0,1,0,1,0,0,0,2,1,4,4,13
Sean Andrist,0,0,0,0,0,0,1,0,0,0,0,1
Arindam Khaled,0,0,0,0,0,0,0,0,0,1,0,1
Tobias Ritschel,0,0,0,0,0,0,0,1,1,1,0,3
Ciante Jones,0,0,0,0,0,0,0,0,0,0,1,1
Tuong-Vinh Truong,0,1,0,0,0,0,0,0,0,0,0,1
Ojaswa Sharma,0,0,0,1,0,0,0,0,0,0,0,1
Misha Denil,0,0,0,0,0,0,1,1,2,1,0,5
Zhengfang Duanmu,0,0,0,0,0,0,0,0,0,1,0,1
Maria Butrico,0,0,0,0,0,0,0,0,1,0,0,1
Wang Yan,0,0,0,0,0,0,0,0,1,0,0,1
Marian George,0,0,0,0,0,0,0,0,1,0,0,1
Xavier Puig,0,0,0,0,0,0,0,0,0,0,1,1
Javier Ruiz-del-Solar,0,0,0,0,0,0,0,0,2,0,0,2
Mark Baillie,3,0,1,0,0,0,0,0,0,0,0,4
Hartwig R. Siebner,0,0,0,1,0,0,0,0,0,0,0,1
Greg Kochanski,0,0,0,0,0,0,0,0,0,0,1,1
Fabio Ramos,0,0,1,0,2,1,1,0,1,1,0,7
Daniel P. McCloskey,0,0,0,0,1,0,0,0,0,0,0,1
Felix Hieber,0,0,0,0,0,0,0,1,0,0,0,1
Sathappan Muthiah,0,0,0,0,0,0,0,1,1,2,0,4
Roland Miezianko,0,1,0,0,0,0,0,0,0,0,0,1
Hossam E. Abdelmunim,0,1,0,0,0,0,0,0,0,0,0,1
Yoav Goldberg,0,0,0,0,0,0,0,1,0,0,1,2
Aditya Tatu,0,0,1,0,0,0,0,0,0,0,0,1
José M. F. Moura,0,0,0,0,0,0,0,0,0,1,2,3
Hien Van Nguyen,0,0,0,1,0,0,1,0,0,0,0,2
Hiroki Yanagisawa,0,0,0,0,0,0,2,0,0,0,0,2
Simon D. Levy,0,0,0,0,0,0,1,0,0,0,0,1
Hyun Duk Kim,0,0,0,0,1,0,1,0,1,0,0,3
Scott McCloskey,0,1,1,0,0,0,0,1,0,0,1,4
Cristobal Guzman,0,0,0,0,0,0,0,0,1,0,0,1
Travis R. Gault,0,0,0,1,0,0,1,0,0,0,0,2
David Fuhry,0,1,0,0,0,0,0,0,0,0,0,1
John Krumm,0,0,0,0,0,1,0,0,0,0,1,2
Esra Ataer Cansizoglu,0,0,0,0,0,0,0,0,0,0,1,1
Yuheng Hu,0,0,0,0,0,1,1,0,0,1,0,3
Jinxi Zhao,0,0,0,0,0,0,0,0,1,0,0,1
Claudio Ferrari,0,0,0,0,0,0,0,0,0,0,1,1
Jon Parker,0,0,0,0,0,1,0,0,1,0,0,2
Yuchen Sha,0,0,0,0,0,0,0,0,0,1,0,1
Jingcheng Yu,0,0,0,0,0,0,0,0,0,1,1,2
Prabhakar Raghavan,0,0,1,0,0,0,0,0,0,1,0,2
Albert C. S. Chung,0,2,1,1,0,0,1,0,0,0,0,5
Roger Frigola,0,0,0,0,0,0,1,1,0,0,0,2
Vanessa Murdock,2,0,2,0,0,1,0,2,2,0,0,9
Weichang Li,0,0,0,0,0,2,0,0,0,0,0,2
Gyanit Singh,0,0,0,0,1,0,0,0,0,0,0,1
Lucy Vanderwende,1,1,0,0,0,0,0,1,0,0,0,3
Shengxian Wan,0,0,0,0,0,0,1,0,1,3,0,5
Andrea Passerini,0,1,0,1,0,0,0,0,2,3,2,9
Haodi Zhang,0,0,0,0,0,0,0,0,1,1,0,2
Daylond Hooper,0,1,0,0,0,0,0,0,0,0,0,1
Rami Al-Rfou',0,0,0,0,0,0,0,1,0,0,0,1
Florian Pinel,0,0,0,0,0,0,1,0,0,0,0,1
Jan Kautz,0,0,1,0,0,0,1,1,3,2,5,13
Ashkan Aleali,0,0,0,0,0,0,0,0,1,0,0,1
Thomas Marek,0,0,0,0,0,0,1,0,0,0,0,1
Eric Brochu,1,0,0,0,0,0,0,0,0,0,0,1
Xuejian Rong,0,0,0,0,0,0,0,0,0,1,1,2
Rafael Pass,0,0,1,0,1,1,2,1,0,1,0,7
Zuzana Kukelova,1,2,0,0,0,1,0,0,2,2,2,10
Manish Patil,0,0,0,0,1,0,0,0,0,0,0,1
Søren Dahlgaard,0,0,0,0,0,0,0,0,0,0,1,1
Yichuan Tang,0,0,0,0,0,1,1,1,0,1,0,4
Henri Prade,1,0,0,2,0,2,1,0,1,0,1,8
John La Salle,0,0,0,0,0,0,0,0,0,0,1,1
Heting Wu,0,0,0,0,0,0,0,0,1,0,0,1
Kaiqi Zhao,0,0,0,0,0,0,0,0,0,1,0,1
Yuval Shavitt,0,1,0,0,0,0,0,0,0,0,0,1
